frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
1029,34280.3,13,821,326,,,,,,,13,533,240,,,,,,,,,,,,,,,,14,455,526,,,,,,
1030,34316.1,13,804,317,,,,,,,13,511,249,,,,,,,,,,,,,,,,14,452,541,,,,,,
1031,34348.3,13,786,309,,,,,,,12,489,258,,,,,,,,,,,,,,,,14,449,555,,,,,,
1032,34380.4,12,767,301,,,,,,,12,468,271,,,,,,,,,,,,,,,,14,448,569,,,,,,
1033,34416.3,13,748,294,,,,,,,11,447,284,,,,,,,,,,,,,,,,14,447,582,,,,,,
1034,34448.4,13,729,287,,,,,,,12,428,296,,,,,,,,,,,,,,,,14,447,594,,,,,,
1035,34480.3,13,709,282,,,,,,,12,410,311,,,,,,,,,,,,,,,,14,448,606,,,,,,
1036,34516.5,13,688,278,,,,,,,12,393,325,,,,,,,,,,,,,,,,14,448,617,,,,,,
1037,34548.4,13,669,276,,,,,,,12,376,338,,,,,,,,,,,,,,,,14,447,628,,,,,,
1038,34581.8,13,648,273,,,,,,,12,361,354,,,,,,,,,,,,,,,,14,449,638,,,,,,
1039,34616.3,13,625,268,,,,,,,12,347,373,,,,,,,,,,,,,,,,15,457,649,,,,,,
1040,34648.3,13,599,262,,,,,,,12,333,395,,,,,,,,,,,,,,,,15,470,659,,,,,,
1041,34680.4,13,571,257,,,,,,,12,323,418,,,,,,,,,,,,,,,,14,487,666,,,,,,
1042,34716.2,13,541,255,,,,,,,11,316,446,,,,,,,,,,,,,,,,15,509,671,,,,,,
1043,34748.1,13,511,254,,,,,,,12,314,474,,,,,,,,,,,,,,,,15,534,672,,,,,,
1044,34783.8,13,482,258,,,,,,,12,316,502,,,,,,,,,,,,,,,,15,562,670,,,,,,
1045,34816,13,452,266,,,,,,,12,322,529,,,,,,,,,,,,,,,,15,588,662,,,,,,
1046,34852.3,13,425,277,,,,,,,11,332,556,,,,,,,,,,,,,,,,14,615,651,,,,,,
1047,34881.5,13,399,292,,,,,,,11,346,581,,,,,,,,,,,,,,,,15,639,637,,,,,,
1048,34916.4,13,377,310,,,,,,,12,363,603,,,,,,,,,,,,,,,,15,662,618,,,,,,
1049,34948.4,13,357,331,,,,,,,11,383,623,,,,,,,,,,,,,,,,15,682,596,,,,,,
1050,34980.5,13,340,354,,,,,,,12,407,640,,,,,,,,,,,,,,,,15,697,572,,,,,,
1051,35016.1,13,327,380,,,,,,,11,432,654,,,,,,,,,,,,,,,,15,712,546,,,,,,
1052,35048.2,13,317,407,,,,,,,12,459,663,,,,,,,,,,,,,,,,15,721,518,,,,,,
1053,35084.2,12,312,435,,,,,,,11,487,669,,,,,,,,,,,,,,,,15,726,488,,,,,,
1054,35116.2,12,311,463,,,,,,,11,516,671,,,,,,,,,,,,,,,,15,727,457,,,,,,
1055,35148.4,13,314,492,,,,,,,12,545,669,,,,,,,,,,,,,,,,16,724,427,,,,,,
1056,35184,12,320,518,,,,,,,11,574,663,,,,,,,,,,,,,,,,15,718,398,,,,,,
1057,35218.4,13,330,545,,,,,,,12,603,653,,,,,,,,,,,,,,,,15,707,370,,,,,,
1058,35248.4,13,344,569,,,,,,,11,629,639,,,,,,,,,,,,,,,,16,693,344,,,,,,
1059,35280.3,13,361,591,,,,,,,11,654,621,,,,,,,,,,,,,,,,16,675,321,,,,,,
1060,35316.2,13,380,611,,,,,,,11,676,600,,,,,,,,,,,,,,,,16,655,300,,,,,,
1061,35348.3,12,403,629,,,,,,,12,695,577,,,,,,,,,,,,,,,,15,633,282,,,,,,
1062,35380.8,12,428,644,,,,,,,11,710,552,,,,,,,,,,,,,,,,15,608,268,,,,,,
1063,35416.2,12,455,654,,,,,,,12,722,522,,,,,,,,,,,,,,,,15,581,258,,,,,,
1064,35449.2,12,484,660,,,,,,,10,730,494,,,,,,,,,,,,,,,,15,554,252,,,,,,
1065,35480.4,12,513,664,,,,,,,10,734,464,,,,,,,,,,,,,,,,15,526,249,,,,,,
1066,35518.4,12,543,663,,,,,,,10,736,433,,,,,,,,,,,,,,,,15,499,251,,,,,,
1067,35550.4,12,573,658,,,,,,,10,731,403,,,,,,,,,,,,,,,,15,472,256,,,,,,
1068,35583.5,12,601,649,,,,,,,11,724,373,,,,,,,,,,,,,,,,15,447,266,,,,,,
1069,35616.4,12,629,637,,,,,,,11,712,347,,,,,,,,,,,,,,,,15,423,279,,,,,,
1070,35651.7,12,654,621,,,,,,,11,697,322,,,,,,,,,,,,,,,,15,401,295,,,,,,
1071,35688.2,12,678,603,,,,,,,11,679,300,,,,,,,,,,,,,,,,15,382,314,,,,,,
1072,35720.1,12,699,581,,,,,,,12,657,279,,,,,,,,,,,,,,,,15,366,336,,,,,,
1073,35748.8,12,717,556,,,,,,,12,633,264,,,,,,,,,,,,,,,,15,353,360,,,,,,
1074,35784.8,12,731,529,,,,,,,13,609,252,,,,,,,,,,,,,,,,15,343,385,,,,,,
1075,35816.2,12,742,501,,,,,,,13,582,245,,,,,,,,,,,,,,,,15,338,412,,,,,,
1076,35855.4,12,749,472,,,,,,,13,555,240,,,,,,,,,,,,,,,,15,336,439,,,,,,
1077,35880.3,12,752,443,,,,,,,13,528,241,,,,,,,,,,,,,,,,15,338,468,,,,,,
1078,35916.5,12,751,413,,,,,,,13,501,245,,,,,,,,,,,,,,,,15,344,494,,,,,,
1079,35953.9,13,746,385,,,,,,,13,476,251,,,,,,,,,,,,,,,,14,353,521,,,,,,
1080,35980.3,13,738,357,,,,,,,12,451,262,,,,,,,,,,,,,,,,15,365,547,,,,,,
1081,36016.1,12,725,332,,,,,,,12,429,278,,,,,,,,,,,,,,,,15,382,570,,,,,,
1082,36048.5,13,710,310,,,,,,,12,410,296,,,,,,,,,,,,,,,,15,402,591,,,,,,
1083,36080.7,13,692,292,,,,,,,12,393,314,,,,,,,,,,,,,,,,15,420,609,,,,,,
1084,36116.5,13,673,279,,,,,,,12,377,330,,,,,,,,,,,,,,,,14,434,622,,,,,,
1085,36148.2,13,653,269,,,,,,,12,364,345,,,,,,,,,,,,,,,,14,445,631,,,,,,
1086,36180.4,13,631,259,,,,,,,12,351,361,,,,,,,,,,,,,,,,15,458,639,,,,,,
1087,36218.2,13,608,249,,,,,,,12,341,380,,,,,,,,,,,,,,,,15,474,646,,,,,,
1088,36248.4,12,583,241,,,,,,,12,333,401,,,,,,,,,,,,,,,,15,494,650,,,,,,
1089,36280.4,13,558,235,,,,,,,12,328,423,,,,,,,,,,,,,,,,15,517,652,,,,,,
1090,36316.2,13,534,232,,,,,,,12,327,446,,,,,,,,,,,,,,,,15,542,652,,,,,,
1091,36348.4,12,510,232,,,,,,,12,330,468,,,,,,,,,,,,,,,,15,566,648,,,,,,
1092,36381,13,487,235,,,,,,,12,334,490,,,,,,,,,,,,,,,,15,590,643,,,,,,
1093,36416.3,13,465,241,,,,,,,12,342,511,,,,,,,,,,,,,,,,15,614,634,,,,,,
1094,36448.6,13,444,249,,,,,,,11,353,530,,,,,,,,,,,,,,,,15,637,623,,,,,,
1095,36480.4,13,425,260,,,,,,,11,366,549,,,,,,,,,,,,,,,,15,659,609,,,,,,
1096,36516.2,13,407,273,,,,,,,11,381,567,,,,,,,,,,,,,,,,15,679,593,,,,,,
1097,36548.4,13,391,288,,,,,,,11,399,583,,,,,,,,,,,,,,,,15,698,575,,,,,,
1098,36580.3,13,378,304,,,,,,,11,418,597,,,,,,,,,,,,,,,,15,715,555,,,,,,
1099,36616,13,366,323,,,,,,,11,440,608,,,,,,,,,,,,,,,,15,729,533,,,,,,
1100,36648.4,13,357,343,,,,,,,11,462,617,,,,,,,,,,,,,,,,15,742,509,,,,,,
1101,36689.2,13,351,364,,,,,,,11,486,625,,,,,,,,,,,,,,,,15,752,484,,,,,,
1102,36716.3,13,348,385,,,,,,,11,511,628,,,,,,,,,,,,,,,,15,759,459,,,,,,
1103,36748.1,13,347,407,,,,,,,11,537,629,,,,,,,,,,,,,,,,15,764,432,,,,,,
1104,36780.3,12,349,429,,,,,,,11,563,629,,,,,,,,,,,,,,,,15,766,406,,,,,,
1105,36817.6,13,354,451,,,,,,,11,590,625,,,,,,,,,,,,,,,,16,765,380,,,,,,
1106,36848.3,13,361,471,,,,,,,11,615,618,,,,,,,,,,,,,,,,16,762,354,,,,,,
1107,36884.1,13,371,492,,,,,,,11,640,609,,,,,,,,,,,,,,,,16,756,329,,,,,,
1108,36916.2,13,384,510,,,,,,,11,665,597,,,,,,,,,,,,,,,,16,747,305,,,,,,
1109,36956.8,13,398,528,,,,,,,11,688,583,,,,,,,,,,,,,,,,15,737,283,,,,,,
1110,36983.3,13,416,545,,,,,,,12,709,566,,,,,,,,,,,,,,,,16,723,262,,,,,,
1111,37016.2,12,434,560,,,,,,,11,730,545,,,,,,,,,,,,,,,,15,709,244,,,,,,
1112,37048.1,13,455,573,,,,,,,10,747,525,,,,,,,,,,,,,,,,15,692,228,,,,,,
1113,37088.2,12,477,584,,,,,,,11,763,504,,,,,,,,,,,,,,,,15,675,214,,,,,,
1114,37116.8,12,501,592,,,,,,,11,778,478,,,,,,,,,,,,,,,,15,656,203,,,,,,
1115,37148.5,12,526,599,,,,,,,11,788,452,,,,,,,,,,,,,,,,14,636,194,,,,,,
1116,37180.9,12,552,602,,,,,,,10,797,427,,,,,,,,,,,,,,,,15,616,188,,,,,,
1117,37218.9,12,579,602,,,,,,,10,802,400,,,,,,,,,,,,,,,,15,595,185,,,,,,
1118,37248.5,12,605,601,,,,,,,11,806,374,,,,,,,,,,,,,,,,14,575,184,,,,,,
1119,37280.4,12,632,597,,,,,,,11,807,347,,,,,,,,,,,,,,,,15,554,187,,,,,,
1120,37316.3,12,659,590,,,,,,,11,803,322,,,,,,,,,,,,,,,,15,535,191,,,,,,
1121,37348.3,12,685,579,,,,,,,10,798,297,,,,,,,,,,,,,,,,15,517,199,,,,,,
1122,37380.3,12,710,567,,,,,,,12,790,272,,,,,,,,,,,,,,,,15,499,209,,,,,,
1123,37416.1,12,734,553,,,,,,,13,780,251,,,,,,,,,,,,,,,,15,484,221,,,,,,
1124,37448.3,12,756,536,,,,,,,13,768,231,,,,,,,,,,,,,,,,15,470,235,,,,,,
1125,37480.3,12,776,516,,,,,,,13,754,213,,,,,,,,,,,,,,,,15,458,251,,,,,,
1126,37516.5,13,795,496,,,,,,,13,739,197,,,,,,,,,,,,,,,,15,448,268,,,,,,
1127,37548.9,13,812,473,,,,,,,13,722,183,,,,,,,,,,,,,,,,15,441,287,,,,,,
1128,37580.5,13,827,450,,,,,,,13,702,172,,,,,,,,,,,,,,,,15,436,308,,,,,,
1129,37616.3,13,839,425,,,,,,,13,684,164,,,,,,,,,,,,,,,,15,434,329,,,,,,
1130,37648.5,13,848,400,,,,,,,13,664,159,,,,,,,,,,,,,,,,14,434,350,,,,,,
1131,37680.5,13,854,374,,,,,,,13,644,156,,,,,,,,,,,,,,,,14,436,372,,,,,,
1132,37716.7,12,858,348,,,,,,,12,625,156,,,,,,,,,,,,,,,,15,442,394,,,,,,
1133,37748.3,13,860,323,,,,,,,13,606,159,,,,,,,,,,,,,,,,14,449,415,,,,,,
1134,37780.5,13,858,297,,,,,,,13,587,164,,,,,,,,,,,,,,,,14,460,436,,,,,,
1135,37816.9,13,854,274,,,,,,,14,570,170,,,,,,,,,,,,,,,,14,473,455,,,,,,
1136,37848.4,13,846,256,,,,,,,14,555,177,,,,,,,,,,,,,,,,14,482,470,,,,,,
1137,37880.4,13,834,240,,,,,,,13,539,181,,,,,,,,,,,,,,,,14,486,478,,,,,,
1138,37916.5,12,820,222,,,,,,,13,522,184,,,,,,,,,,,,,,,,14,490,485,,,,,,
1139,37951.9,12,804,201,,,,,,,14,504,188,,,,,,,,,,,,,,,,15,496,491,,,,,,
1140,37980.2,12,786,179,,,,,,,13,485,193,,,,,,,,,,,,,,,,14,503,495,,,,,,
1141,38016.1,12,766,158,,,,,,,14,468,199,,,,,,,,,,,,,,,,14,511,498,,,,,,
1142,38048.3,12,746,138,,,,,,,14,452,205,,,,,,,,,,,,,,,,14,521,500,,,,,,
1143,38084.2,13,725,120,,,,,,,14,439,213,,,,,,,,,,,,,,,,14,532,500,,,,,,
1144,38116.3,12,703,102,,,,,,,14,427,222,,,,,,,,,,,,,,,,15,545,499,,,,,,
1145,38148.5,12,679,86,,,,,,,13,416,232,,,,,,,,,,,,,,,,15,560,497,,,,,,
1146,38180.6,12,653,71,,,,,,,13,406,242,,,,,,,,,,,,,,,,15,574,492,,,,,,
1147,38216.2,12,626,58,,,,,,,13,396,252,,,,,,,,,,,,,,,,14,588,486,,,,,,
1148,38248.4,13,600,46,,,,,,,13,387,263,,,,,,,,,,,,,,,,15,601,477,,,,,,
1149,38280.6,13,574,38,,,,,,,12,381,272,,,,,,,,,,,,,,,,15,613,467,,,,,,
1150,38316.8,13,550,32,,,,,,,12,377,282,,,,,,,,,,,,,,,,15,625,456,,,,,,
1151,38348.7,13,525,27,,,,,,,12,375,291,,,,,,,,,,,,,,,,15,635,444,,,,,,
1152,38380.4,13,503,22,,,,,,,12,374,298,,,,,,,,,,,,,,,,15,646,430,,,,,,
1153,38416.5,13,481,21,,,,,,,12,374,306,,,,,,,,,,,,,,,,15,656,415,,,,,,
1154,38448.4,13,459,20,,,,,,,12,376,313,,,,,,,,,,,,,,,,15,665,398,,,,,,
1155,38480.5,13,438,20,,,,,,,13,379,320,,,,,,,,,,,,,,,,15,675,381,,,,,,
1156,38516.3,13,418,21,,,,,,,12,383,326,,,,,,,,,,,,,,,,15,682,361,,,,,,
1157,38549.4,13,400,24,,,,,,,12,389,330,,,,,,,,,,,,,,,,15,690,341,,,,,,
1158,38580.3,13,382,28,,,,,,,13,395,334,,,,,,,,,,,,,,,,15,696,320,,,,,,
1159,38616.3,13,365,33,,,,,,,12,403,336,,,,,,,,,,,,,,,,15,703,298,,,,,,
1160,38651.5,13,350,38,,,,,,,12,412,338,,,,,,,,,,,,,,,,15,707,275,,,,,,
1161,38687.5,13,335,45,,,,,,,12,420,339,,,,,,,,,,,,,,,,15,709,251,,,,,,
1162,38716.2,13,319,56,,,,,,,12,429,342,,,,,,,,,,,,,,,,15,708,229,,,,,,
1163,38748.3,13,303,69,,,,,,,12,433,345,,,,,,,,,,,,,,,,15,704,213,,,,,,
1164,38780.4,13,288,83,,,,,,,12,432,351,,,,,,,,,,,,,,,,14,696,205,,,,,,
1165,38816.1,13,274,96,,,,,,,13,425,361,,,,,,,,,,,,,,,,14,685,209,,,,,,
1166,38848.6,13,262,107,,,,,,,12,416,370,,,,,,,,,,,,,,,,14,673,215,,,,,,
1167,38880.6,13,251,116,,,,,,,12,406,378,,,,,,,,,,,,,,,,14,662,222,,,,,,
1168,38916.4,13,241,124,,,,,,,12,397,386,,,,,,,,,,,,,,,,14,653,230,,,,,,
1169,38949.2,13,234,128,,,,,,,12,388,389,,,,,,,,,,,,,,,,14,646,235,,,,,,
1170,38980.4,13,226,138,,,,,,,11,385,396,,,,,,,,,,,,,,,,14,639,238,,,,,,
1171,39017,13,219,153,,,,,,,12,385,407,,,,,,,,,,,,,,,,14,634,241,,,,,,
1172,39048.2,13,214,169,,,,,,,12,389,417,,,,,,,,,,,,,,,,14,632,242,,,,,,
1173,39080.6,13,211,185,,,,,,,11,395,426,,,,,,,,,,,,,,,,14,630,241,,,,,,
1174,39116.2,13,208,200,,,,,,,12,401,433,,,,,,,,,,,,,,,,14,630,239,,,,,,
1175,39148.3,13,206,212,,,,,,,11,407,439,,,,,,,,,,,,,,,,14,629,236,,,,,,
1176,39184.2,13,204,225,,,,,,,11,412,444,,,,,,,,,,,,,,,,14,627,235,,,,,,
1177,39216.4,13,202,238,,,,,,,12,418,449,,,,,,,,,,,,,,,,14,624,231,,,,,,
1178,39248.4,13,198,251,,,,,,,11,423,452,,,,,,,,,,,,,,,,14,619,225,,,,,,
1179,39280.4,13,195,262,,,,,,,11,427,453,,,,,,,,,,,,,,,,15,613,218,,,,,,
1180,39316.2,13,190,274,,,,,,,11,433,453,,,,,,,,,,,,,,,,15,606,206,,,,,,
1181,39348.4,13,186,287,,,,,,,11,438,452,,,,,,,,,,,,,,,,15,597,196,,,,,,
1182,39388.7,13,184,299,,,,,,,12,445,451,,,,,,,,,,,,,,,,15,588,185,,,,,,
1183,39416.4,13,182,311,,,,,,,11,448,448,,,,,,,,,,,,,,,,15,579,175,,,,,,
1184,39450.3,14,181,322,,,,,,,12,456,445,,,,,,,,,,,,,,,,15,570,165,,,,,,
1185,39484.2,14,180,334,,,,,,,12,460,442,,,,,,,,,,,,,,,,16,558,154,,,,,,
1186,39516.6,14,179,346,,,,,,,12,465,437,,,,,,,,,,,,,,,,15,548,145,,,,,,
1187,39548.6,14,180,356,,,,,,,12,470,432,,,,,,,,,,,,,,,,15,536,136,,,,,,
1188,39580.3,14,181,367,,,,,,,12,475,427,,,,,,,,,,,,,,,,15,525,127,,,,,,
1189,39616.3,14,183,378,,,,,,,12,479,421,,,,,,,,,,,,,,,,15,513,119,,,,,,
1190,39648.4,14,185,388,,,,,,,11,483,414,,,,,,,,,,,,,,,,15,500,111,,,,,,
1191,39687,14,188,397,,,,,,,11,487,408,,,,,,,,,,,,,,,,15,487,103,,,,,,
1192,39716.2,13,191,406,,,,,,,12,490,400,,,,,,,,,,,,,,,,15,474,96,,,,,,
1193,39752.1,13,195,414,,,,,,,12,494,392,,,,,,,,,,,,,,,,15,460,89,,,,,,
1194,39784.1,13,199,422,,,,,,,12,495,385,,,,,,,,,,,,,,,,15,446,83,,,,,,
1195,39816.2,13,204,430,,,,,,,12,498,376,,,,,,,,,,,,,,,,15,432,78,,,,,,
1196,39848.4,13,209,438,,,,,,,12,499,367,,,,,,,,,,,,,,,,15,417,73,,,,,,
1197,39880.4,13,215,444,,,,,,,11,500,357,,,,,,,,,,,,,,,,15,403,69,,,,,,
1198,39916.2,13,221,450,,,,,,,12,501,348,,,,,,,,,,,,,,,,15,388,65,,,,,,
1199,39948.6,13,228,456,,,,,,,12,502,338,,,,,,,,,,,,,,,,15,374,61,,,,,,
1200,39980.4,13,234,461,,,,,,,12,502,329,,,,,,,,,,,,,,,,15,358,58,,,,,,
1201,40016.3,13,242,466,,,,,,,12,501,319,,,,,,,,,,,,,,,,15,343,56,,,,,,
1202,40048.4,13,249,469,,,,,,,12,499,308,,,,,,,,,,,,,,,,15,328,55,,,,,,
1203,40080.6,13,257,472,,,,,,,12,499,298,,,,,,,,,,,,,,,,15,313,54,,,,,,
1204,40116.4,13,264,475,,,,,,,12,496,287,,,,,,,,,,,,,,,,15,298,54,,,,,,
1205,40148.4,13,273,477,,,,,,,12,493,276,,,,,,,,,,,,,,,,15,284,54,,,,,,
1206,40183.5,13,281,478,,,,,,,12,490,264,,,,,,,,,,,,,,,,15,269,56,,,,,,
1207,40217.3,13,289,479,,,,,,,13,485,254,,,,,,,,,,,,,,,,15,254,57,,,,,,
1208,40248.5,13,297,479,,,,,,,13,481,244,,,,,,,,,,,,,,,,15,240,60,,,,,,
1209,40280.5,13,305,479,,,,,,,13,476,233,,,,,,,,,,,,,,,,15,226,63,,,,,,
1210,40316.4,13,313,478,,,,,,,14,472,223,,,,,,,,,,,,,,,,15,211,66,,,,,,
1211,40348.3,13,315,477,,,,,,,13,463,218,,,,,,,,,,,,,,,,15,201,69,,,,,,
1212,40380.4,13,316,480,,,,,,,13,462,219,,,,,,,,,,,,,,,,15,198,74,,,,,,
1213,40416.2,12,324,483,,,,,,,13,465,221,,,,,,,,,,,,,,,,15,199,80,,,,,,
1214,40448.5,12,336,487,,,,,,,14,472,220,,,,,,,,,,,,,,,,15,201,87,,,,,,
1215,40482.7,12,353,488,,,,,,,14,477,214,,,,,,,,,,,,,,,,15,202,93,,,,,,
1216,40516.9,12,374,483,,,,,,,13,483,201,,,,,,,,,,,,,,,,15,201,97,,,,,,
1217,40548.9,12,400,473,,,,,,,13,488,181,,,,,,,,,,,,,,,,15,199,100,,,,,,
1218,40580.4,12,431,455,,,,,,,14,492,155,,,,,,,,,,,,,,,,15,196,103,,,,,,
1219,40616.3,12,465,433,,,,,,,11,495,126,,,,,,,,,,,,,,,,15,194,109,,,,,,
1220,40648.3,12,498,409,,,,,,,11,495,99,,,,,,,,,,,,,,,,15,196,116,,,,,,
1221,40680.4,12,530,383,,,,,,,11,497,76,,,,,,,,,,,,,,,,15,199,124,,,,,,
1222,40716.5,12,560,356,,,,,,,11,495,54,,,,,,,,,,,,,,,,15,205,133,,,,,,
1223,40748.5,12,589,327,,,,,,,11,493,33,,,,,,,,,,,,,,,,15,212,144,,,,,,
1224,40780.5,13,617,297,,,,,,,11,490,16,,,,,,,,,,,,,,,,15,221,156,,,,,,
1225,40816.3,12,641,267,,,,,,,10,486,3,,,,,,,,,,,,,,,,14,234,169,,,,,,
1226,40850.5,12,663,234,,,,,,,,,,,,,,,,,,,,,,,,,14,248,182,,,,,,
1227,40881.6,12,684,203,,,,,,,,,,,,,,,,,,,,,,,,,15,265,196,,,,,,
1228,40916.2,12,701,171,,,,,,,,,,,,,,,,,,,,,,,,,14,284,210,,,,,,
1229,40948.4,12,717,139,,,,,,,,,,,,,,,,,,,,,,,,,14,305,223,,,,,,
1230,40980.6,12,732,109,,,,,,,,,,,,,,,,,,,,,,,,,14,328,236,,,,,,
1231,41016.4,12,744,78,,,,,,,,,,,,,,,,,,,,,,,,,15,353,248,,,,,,
1232,41048.5,13,753,49,,,,,,,,,,,,,,,,,,,,,,,,,15,381,260,,,,,,
1233,41080.4,13,760,21,,,,,,,,,,,,,,,,,,,,,,,,,15,411,270,,,,,,
1234,41116.3,13,765,7,,,,,,,,,,,,,,,,,,,,,,,,,15,433,275,,,,,,
1235,41148.5,13,765,10,,,,,,,,,,,,,,,,,,,,,,,,,15,428,270,,,,,,
1236,41181.6,13,764,20,,,,,,,,,,,,,,,,,,,,,,,,,15,425,274,,,,,,
1237,41216.4,12,755,28,,,,,,,,,,,,,,,,,,,,,,,,,15,421,288,,,,,,
1238,41252.3,12,737,36,,,,,,,12,434,9,,,,,,,,,,,,,,,,15,418,310,,,,,,
1239,41280.4,12,714,46,,,,,,,11,411,42,,,,,,,,,,,,,,,,16,415,341,,,,,,
1240,41316.4,12,687,60,,,,,,,11,386,83,,,,,,,,,,,,,,,,15,416,377,,,,,,
1241,41348.3,12,657,73,,,,,,,11,361,127,,,,,,,,,,,,,,,,16,421,417,,,,,,
1242,41380.6,12,625,84,,,,,,,13,339,169,,,,,,,,,,,,,,,,15,429,453,,,,,,
