frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
503,16748.1,12,571,403,,,,,,,12,358,611,,,,,,,,,,,,,,,,15,571,824,,,,,,
504,16784.1,13,564,388,,,,,,,11,354,598,,,,,,,,,,,,,,,,15,570,809,,,,,,
505,16816.2,13,559,373,,,,,,,12,349,586,,,,,,,,,,,,,,,,15,568,794,,,,,,
506,16848.3,13,553,359,,,,,,,11,348,575,,,,,,,,,,,,,,,,14,568,780,,,,,,
507,16884.2,13,546,345,,,,,,,12,344,565,,,,,,,,,,,,,,,,14,570,765,,,,,,
508,16916.1,13,542,333,,,,,,,12,343,555,,,,,,,,,,,,,,,,15,570,753,,,,,,
509,16948.2,13,536,322,,,,,,,12,340,547,,,,,,,,,,,,,,,,14,570,741,,,,,,
510,16984,13,531,313,,,,,,,12,340,541,,,,,,,,,,,,,,,,14,572,731,,,,,,
511,17016.2,13,523,305,,,,,,,12,339,538,,,,,,,,,,,,,,,,15,576,721,,,,,,
512,17048.5,13,516,299,,,,,,,11,337,537,,,,,,,,,,,,,,,,14,580,713,,,,,,
513,17084.2,13,508,299,,,,,,,12,336,541,,,,,,,,,,,,,,,,14,582,709,,,,,,
514,17116.2,13,496,302,,,,,,,11,337,552,,,,,,,,,,,,,,,,14,591,709,,,,,,
515,17148.5,13,483,310,,,,,,,11,341,568,,,,,,,,,,,,,,,,15,605,708,,,,,,
516,17184.1,13,469,319,,,,,,,11,349,588,,,,,,,,,,,,,,,,15,622,707,,,,,,
517,17216.1,12,455,331,,,,,,,11,360,609,,,,,,,,,,,,,,,,15,643,703,,,,,,
518,17248.1,12,440,344,,,,,,,11,374,629,,,,,,,,,,,,,,,,15,665,695,,,,,,
519,17284,13,425,358,,,,,,,11,392,649,,,,,,,,,,,,,,,,15,689,682,,,,,,
520,17316.1,12,413,374,,,,,,,11,413,667,,,,,,,,,,,,,,,,15,712,666,,,,,,
521,17348.3,13,404,390,,,,,,,11,435,681,,,,,,,,,,,,,,,,15,733,648,,,,,,
522,17384.3,13,398,406,,,,,,,11,459,693,,,,,,,,,,,,,,,,15,751,628,,,,,,
523,17416,13,396,422,,,,,,,11,484,701,,,,,,,,,,,,,,,,15,770,607,,,,,,
524,17448.2,13,398,436,,,,,,,12,511,707,,,,,,,,,,,,,,,,15,786,588,,,,,,
525,17484.9,13,406,443,,,,,,,11,532,707,,,,,,,,,,,,,,,,14,802,575,,,,,,
526,17516.3,12,418,446,,,,,,,12,552,708,,,,,,,,,,,,,,,,14,819,567,,,,,,
527,17548.3,13,432,447,,,,,,,11,573,705,,,,,,,,,,,,,,,,15,836,558,,,,,,
528,17584.3,13,446,446,,,,,,,11,594,701,,,,,,,,,,,,,,,,15,854,546,,,,,,
529,17616.5,13,460,447,,,,,,,11,616,695,,,,,,,,,,,,,,,,14,871,530,,,,,,
530,17648.3,12,470,452,,,,,,,11,642,689,,,,,,,,,,,,,,,,15,887,508,,,,,,
531,17684.1,12,478,469,,,,,,,11,673,687,,,,,,,,,,,,,,,,15,898,482,,,,,,
532,17716.3,12,484,499,,,,,,,11,706,689,,,,,,,,,,,,,,,,15,902,457,,,,,,
533,17748.3,12,492,540,,,,,,,11,738,697,,,,,,,,,,,,,,,,15,901,443,,,,,,
534,17784,12,504,582,,,,,,,12,770,706,,,,,,,,,,,,,,,,15,897,433,,,,,,
535,17816.5,12,518,621,,,,,,,12,800,712,,,,,,,,,,,,,,,,15,889,425,,,,,,
536,17848.7,13,536,657,,,,,,,13,828,713,,,,,,,,,,,,,,,,15,878,418,,,,,,
537,17884.3,13,556,693,,,,,,,13,854,712,,,,,,,,,,,,,,,,15,866,414,,,,,,
538,17916.7,12,579,726,,,,,,,13,877,708,,,,,,,,,,,,,,,,15,850,412,,,,,,
539,17948.2,12,605,758,,,,,,,12,900,702,,,,,,,,,,,,,,,,15,832,412,,,,,,
540,17984.1,12,632,787,,,,,,,12,918,694,,,,,,,,,,,,,,,,15,813,415,,,,,,
541,18016.5,12,661,812,,,,,,,12,933,685,,,,,,,,,,,,,,,,15,792,422,,,,,,
542,18048.4,12,691,835,,,,,,,12,945,674,,,,,,,,,,,,,,,,15,771,432,,,,,,
543,18084.6,12,722,855,,,,,,,13,953,663,,,,,,,,,,,,,,,,15,749,445,,,,,,
544,18116.3,12,754,871,,,,,,,13,959,653,,,,,,,,,,,,,,,,15,727,462,,,,,,
545,18148.3,12,785,884,,,,,,,8,953,638,,,,,,,,,,,,,,,,14,705,481,,,,,,
546,18184.1,12,816,894,,,,,,,13,960,628,,,,,,,,,,,,,,,,14,685,503,,,,,,
547,18216.3,12,846,900,,,,,,,12,953,619,,,,,,,,,,,,,,,,14,666,528,,,,,,
548,18248.7,12,875,904,,,,,,,11,944,610,,,,,,,,,,,,,,,,15,648,556,,,,,,
549,18284.1,12,902,904,,,,,,,12,934,605,,,,,,,,,,,,,,,,15,633,587,,,,,,
550,18316.1,12,929,903,,,,,,,12,920,600,,,,,,,,,,,,,,,,15,621,620,,,,,,
551,18348.6,12,952,898,,,,,,,12,903,598,,,,,,,,,,,,,,,,15,611,655,,,,,,
552,18384.2,12,972,890,,,,,,,12,885,600,,,,,,,,,,,,,,,,14,602,691,,,,,,
553,18416.2,13,989,882,,,,,,,12,865,605,,,,,,,,,,,,,,,,14,597,729,,,,,,
554,18448.4,13,1003,872,,,,,,,11,845,612,,,,,,,,,,,,,,,,14,595,769,,,,,,
555,18484,13,1015,861,,,,,,,12,824,624,,,,,,,,,,,,,,,,14,597,809,,,,,,
556,18516.8,12,1022,850,,,,,,,11,803,638,,,,,,,,,,,,,,,,14,601,849,,,,,,
557,18551.9,12,1026,839,,,,,,,11,782,655,,,,,,,,,,,,,,,,14,609,891,,,,,,
558,18584.5,12,1026,828,,,,,,,11,762,675,,,,,,,,,,,,,,,,15,620,931,,,,,,
559,18616.6,12,1024,818,,,,,,,11,742,699,,,,,,,,,,,,,,,,14,633,971,,,,,,
560,18652.1,13,1019,810,,,,,,,11,725,725,,,,,,,,,,,,,,,,14,650,1010,,,,,,
561,18684.7,13,1010,803,,,,,,,11,709,755,,,,,,,,,,,,,,,,9,669,1038,,,,,,
562,18716.5,13,1000,798,,,,,,,11,695,786,,,,,,,,,,,,,,,,,,,,,,,,
563,18748.3,13,978,796,,,,,,,12,676,807,,,,,,,,,,,,,,,,,,,,,,,,
564,18784.1,12,943,781,,,,,,,12,645,814,,,,,,,,,,,,,,,,,,,,,,,,
565,18820.2,13,912,757,,,,,,,12,616,809,,,,,,,,,,,,,,,,,,,,,,,,
566,18849,13,886,728,,,,,,,12,594,792,,,,,,,,,,,,,,,,,,,,,,,,
567,18884.1,12,871,697,,,,,,,12,579,763,,,,,,,,,,,,,,,,,,,,,,,,
568,18916.3,13,858,663,,,,,,,11,565,727,,,,,,,,,,,,,,,,16,643,1029,,,,,,
569,18948.2,12,837,622,,,,,,,12,546,691,,,,,,,,,,,,,,,,15,627,990,,,,,,
570,18984.3,12,813,580,,,,,,,12,527,660,,,,,,,,,,,,,,,,15,616,956,,,,,,
571,19016.1,12,786,539,,,,,,,12,504,633,,,,,,,,,,,,,,,,15,607,923,,,,,,
572,19048.3,12,757,502,,,,,,,11,480,609,,,,,,,,,,,,,,,,15,596,892,,,,,,
573,19084.1,12,728,468,,,,,,,11,457,587,,,,,,,,,,,,,,,,15,583,864,,,,,,
574,19116.1,12,705,435,,,,,,,11,437,562,,,,,,,,,,,,,,,,15,571,835,,,,,,
575,19148.2,12,691,405,,,,,,,11,425,539,,,,,,,,,,,,,,,,15,563,808,,,,,,
576,19184.1,13,680,375,,,,,,,11,417,515,,,,,,,,,,,,,,,,15,561,781,,,,,,
577,19216.9,13,672,349,,,,,,,11,410,493,,,,,,,,,,,,,,,,15,560,756,,,,,,
578,19248.2,12,664,327,,,,,,,11,406,476,,,,,,,,,,,,,,,,15,559,735,,,,,,
579,19284.1,13,653,309,,,,,,,11,400,466,,,,,,,,,,,,,,,,15,561,720,,,,,,
580,19316.2,13,638,295,,,,,,,11,392,464,,,,,,,,,,,,,,,,15,564,709,,,,,,
581,19348.4,13,620,283,,,,,,,11,384,465,,,,,,,,,,,,,,,,14,570,701,,,,,,
582,19384,13,602,273,,,,,,,11,378,470,,,,,,,,,,,,,,,,14,577,693,,,,,,
583,19416.3,13,585,265,,,,,,,11,375,476,,,,,,,,,,,,,,,,15,587,687,,,,,,
584,19448.6,13,568,259,,,,,,,12,374,485,,,,,,,,,,,,,,,,15,600,679,,,,,,
585,19484.1,13,551,255,,,,,,,12,374,495,,,,,,,,,,,,,,,,15,615,671,,,,,,
586,19516.2,13,534,251,,,,,,,11,378,505,,,,,,,,,,,,,,,,15,632,661,,,,,,
587,19548.7,13,517,249,,,,,,,12,382,515,,,,,,,,,,,,,,,,15,649,650,,,,,,
588,19584.2,13,501,249,,,,,,,12,389,525,,,,,,,,,,,,,,,,15,666,638,,,,,,
589,19616.1,13,486,250,,,,,,,12,396,533,,,,,,,,,,,,,,,,15,682,623,,,,,,
590,19648.3,13,472,252,,,,,,,11,406,542,,,,,,,,,,,,,,,,15,697,607,,,,,,
591,19684.2,13,458,255,,,,,,,11,416,550,,,,,,,,,,,,,,,,15,713,591,,,,,,
592,19720.1,13,445,260,,,,,,,11,428,557,,,,,,,,,,,,,,,,15,727,573,,,,,,
593,19753.5,13,434,264,,,,,,,11,441,562,,,,,,,,,,,,,,,,15,740,555,,,,,,
594,19788.1,13,423,271,,,,,,,11,455,567,,,,,,,,,,,,,,,,15,753,535,,,,,,
595,19816.3,13,415,279,,,,,,,11,469,571,,,,,,,,,,,,,,,,15,764,513,,,,,,
596,19848.3,13,407,288,,,,,,,11,486,573,,,,,,,,,,,,,,,,15,775,491,,,,,,
597,19884.1,13,401,296,,,,,,,11,502,575,,,,,,,,,,,,,,,,15,784,469,,,,,,
598,19916.3,13,396,305,,,,,,,11,519,574,,,,,,,,,,,,,,,,15,792,445,,,,,,
599,19948.2,13,392,316,,,,,,,11,538,573,,,,,,,,,,,,,,,,15,799,422,,,,,,
600,19984.1,13,391,326,,,,,,,11,556,571,,,,,,,,,,,,,,,,15,805,397,,,,,,
601,20016.2,13,390,336,,,,,,,11,575,566,,,,,,,,,,,,,,,,16,808,372,,,,,,
602,20049,13,391,347,,,,,,,11,594,561,,,,,,,,,,,,,,,,16,811,347,,,,,,
603,20084.2,13,394,357,,,,,,,11,614,554,,,,,,,,,,,,,,,,16,813,322,,,,,,
604,20116.3,13,397,368,,,,,,,11,633,545,,,,,,,,,,,,,,,,16,812,298,,,,,,
605,20148.2,13,404,378,,,,,,,11,653,535,,,,,,,,,,,,,,,,16,811,274,,,,,,
606,20188.9,13,411,387,,,,,,,11,672,524,,,,,,,,,,,,,,,,15,809,249,,,,,,
607,20220.2,13,419,397,,,,,,,12,692,511,,,,,,,,,,,,,,,,15,805,226,,,,,,
608,20250.3,13,429,406,,,,,,,11,710,497,,,,,,,,,,,,,,,,15,800,203,,,,,,
609,20284.2,14,441,414,,,,,,,11,727,480,,,,,,,,,,,,,,,,15,793,181,,,,,,
610,20316.5,13,453,421,,,,,,,11,745,463,,,,,,,,,,,,,,,,15,785,159,,,,,,
611,20348.4,14,466,428,,,,,,,11,763,445,,,,,,,,,,,,,,,,15,777,139,,,,,,
612,20385,13,480,433,,,,,,,10,777,426,,,,,,,,,,,,,,,,15,768,120,,,,,,
613,20416.2,13,495,439,,,,,,,12,792,407,,,,,,,,,,,,,,,,15,757,102,,,,,,
614,20450.8,13,512,442,,,,,,,10,806,384,,,,,,,,,,,,,,,,15,746,85,,,,,,
615,20484.3,12,530,444,,,,,,,11,817,362,,,,,,,,,,,,,,,,15,734,69,,,,,,
616,20518,13,548,446,,,,,,,10,830,339,,,,,,,,,,,,,,,,15,722,55,,,,,,
617,20553.5,12,567,445,,,,,,,11,842,315,,,,,,,,,,,,,,,,15,709,42,,,,,,
618,20584.1,12,586,444,,,,,,,11,850,293,,,,,,,,,,,,,,,,15,695,30,,,,,,
619,20616.4,12,606,441,,,,,,,12,858,265,,,,,,,,,,,,,,,,15,682,20,,,,,,
620,20648.4,12,627,437,,,,,,,13,864,242,,,,,,,,,,,,,,,,15,669,11,,,,,,
621,20684.1,13,647,432,,,,,,,13,869,217,,,,,,,,,,,,,,,,14,656,5,,,,,,
622,20716.2,13,668,424,,,,,,,13,872,193,,,,,,,,,,,,,,,,13,642,2,,,,,,
623,20748.5,13,690,416,,,,,,,13,875,168,,,,,,,,,,,,,,,,12,629,1,,,,,,
624,20784.2,12,711,406,,,,,,,12,875,145,,,,,,,,,,,,,,,,10,616,0,,,,,,
625,20816.2,13,732,395,,,,,,,10,875,119,,,,,,,,,,,,,,,,8,604,1,,,,,,
626,20848.1,13,752,382,,,,,,,11,874,97,,,,,,,,,,,,,,,,9,592,0,,,,,,
627,20884,13,772,368,,,,,,,11,871,73,,,,,,,,,,,,,,,,10,582,0,,,,,,
628,20916.5,13,792,352,,,,,,,,,,,,,,,,,,,,,,,,,11,571,1,,,,,,
629,20952.1,13,812,336,,,,,,,,,,,,,,,,,,,,,,,,,13,561,1,,,,,,
630,20984.1,13,830,318,,,,,,,10,853,9,,,,,,,,,,,,,,,,14,553,2,,,,,,
631,21016.1,13,847,300,,,,,,,,,,,,,,,,,,,,,,,,,15,545,5,,,,,,
632,21048.4,14,865,280,,,,,,,,,,,,,,,,,,,,,,,,,16,539,11,,,,,,
633,21084.8,13,880,258,,,,,,,,,,,,,,,,,,,,,,,,,15,533,19,,,,,,
634,21116.4,13,895,237,,,,,,,,,,,,,,,,,,,,,,,,,15,530,27,,,,,,
635,21156.1,13,907,215,,,,,,,,,,,,,,,,,,,,,,,,,15,526,33,,,,,,
636,21192.1,12,902,210,,,,,,,,,,,,,,,,,,,,,,,,,15,520,32,,,,,,
637,21224.1,12,901,209,,,,,,,,,,,,,,,,,,,,,,,,,15,512,50,,,,,,
638,21250.5,12,897,212,,,,,,,,,,,,,,,,,,,,,,,,,15,498,80,,,,,,
639,21284.5,12,892,208,,,,,,,,,,,,,,,,,,,,,,,,,15,480,120,,,,,,
640,21316.2,12,881,197,,,,,,,,,,,,,,,,,,,,,,,,,15,461,170,,,,,,
641,21348.3,12,865,186,,,,,,,,,,,,,,,,,,,,,,,,,14,446,223,,,,,,
642,21384.2,12,843,171,,,,,,,10,581,14,,,,,,,,,,,,,,,,15,436,273,,,,,,
643,21419.9,12,818,156,,,,,,,10,536,39,,,,,,,,,,,,,,,,15,431,316,,,,,,
644,21451.6,12,791,142,,,,,,,11,497,63,,,,,,,,,,,,,,,,16,428,353,,,,,,
645,21484.4,12,764,132,,,,,,,11,463,85,,,,,,,,,,,,,,,,15,426,383,,,,,,
646,21523.4,13,738,124,,,,,,,11,435,108,,,,,,,,,,,,,,,,15,428,409,,,,,,
647,21560.1,13,713,117,,,,,,,12,411,134,,,,,,,,,,,,,,,,15,435,433,,,,,,
648,21585.1,13,691,113,,,,,,,13,393,157,,,,,,,,,,,,,,,,15,442,453,,,,,,
649,21616.5,12,673,113,,,,,,,14,379,180,,,,,,,,,,,,,,,,15,450,471,,,,,,
650,21648.4,12,657,115,,,,,,,13,370,201,,,,,,,,,,,,,,,,15,460,487,,,,,,
651,21684.2,13,643,118,,,,,,,13,360,220,,,,,,,,,,,,,,,,14,467,502,,,,,,
652,21716.5,13,628,120,,,,,,,14,352,237,,,,,,,,,,,,,,,,14,473,512,,,,,,
653,21748.2,13,614,123,,,,,,,12,343,252,,,,,,,,,,,,,,,,14,478,522,,,,,,
654,21784.3,13,599,123,,,,,,,12,335,268,,,,,,,,,,,,,,,,15,485,530,,,,,,
655,21816.2,13,582,125,,,,,,,12,328,286,,,,,,,,,,,,,,,,14,493,538,,,,,,
656,21848.3,13,565,127,,,,,,,12,323,305,,,,,,,,,,,,,,,,14,504,544,,,,,,
657,21884.4,13,545,129,,,,,,,12,317,324,,,,,,,,,,,,,,,,15,515,550,,,,,,
658,21916.3,12,521,132,,,,,,,12,313,346,,,,,,,,,,,,,,,,14,528,554,,,,,,
659,21950.6,13,494,136,,,,,,,12,310,370,,,,,,,,,,,,,,,,15,545,556,,,,,,
660,21984.3,12,469,143,,,,,,,12,310,395,,,,,,,,,,,,,,,,15,562,555,,,,,,
661,22016.1,12,444,152,,,,,,,12,312,419,,,,,,,,,,,,,,,,15,580,553,,,,,,
662,22048.1,13,421,164,,,,,,,12,317,443,,,,,,,,,,,,,,,,14,597,548,,,,,,
663,22084.1,13,398,177,,,,,,,11,324,466,,,,,,,,,,,,,,,,15,613,542,,,,,,
664,22123.5,13,377,193,,,,,,,12,332,486,,,,,,,,,,,,,,,,14,628,533,,,,,,
665,22148.3,13,357,210,,,,,,,12,342,507,,,,,,,,,,,,,,,,15,641,523,,,,,,
666,22183.9,13,339,228,,,,,,,11,355,525,,,,,,,,,,,,,,,,14,654,511,,,,,,
667,22216,13,323,249,,,,,,,12,369,542,,,,,,,,,,,,,,,,14,664,497,,,,,,
668,22248.2,13,309,270,,,,,,,11,384,556,,,,,,,,,,,,,,,,14,674,482,,,,,,
669,22284.1,13,297,292,,,,,,,11,400,570,,,,,,,,,,,,,,,,14,681,465,,,,,,
670,22316.5,13,287,316,,,,,,,11,418,580,,,,,,,,,,,,,,,,15,686,448,,,,,,
671,22348.3,13,280,340,,,,,,,11,437,590,,,,,,,,,,,,,,,,15,689,430,,,,,,
672,22384.1,13,274,364,,,,,,,11,455,597,,,,,,,,,,,,,,,,15,690,412,,,,,,
673,22416.3,12,270,388,,,,,,,11,474,601,,,,,,,,,,,,,,,,15,689,393,,,,,,
674,22448.7,13,269,413,,,,,,,12,493,604,,,,,,,,,,,,,,,,15,686,374,,,,,,
675,22484.2,13,271,437,,,,,,,11,514,604,,,,,,,,,,,,,,,,15,680,355,,,,,,
676,22516.9,13,274,461,,,,,,,11,533,602,,,,,,,,,,,,,,,,16,672,337,,,,,,
677,22548.4,13,280,484,,,,,,,11,551,598,,,,,,,,,,,,,,,,15,663,320,,,,,,
678,22584.3,13,287,505,,,,,,,11,569,592,,,,,,,,,,,,,,,,15,651,303,,,,,,
679,22616.4,13,297,526,,,,,,,12,586,584,,,,,,,,,,,,,,,,15,638,288,,,,,,
680,22648.3,13,309,547,,,,,,,11,602,574,,,,,,,,,,,,,,,,16,622,274,,,,,,
681,22684.1,13,321,565,,,,,,,11,617,562,,,,,,,,,,,,,,,,15,606,262,,,,,,
682,22716.2,13,336,582,,,,,,,11,630,549,,,,,,,,,,,,,,,,15,587,252,,,,,,
683,22748.2,12,351,597,,,,,,,11,640,534,,,,,,,,,,,,,,,,15,569,243,,,,,,
684,22783.9,12,368,611,,,,,,,11,649,519,,,,,,,,,,,,,,,,15,548,237,,,,,,
685,22816.9,12,387,622,,,,,,,11,658,501,,,,,,,,,,,,,,,,15,527,232,,,,,,
686,22848.3,12,406,632,,,,,,,10,662,483,,,,,,,,,,,,,,,,15,505,229,,,,,,
687,22884.1,12,426,640,,,,,,,10,666,465,,,,,,,,,,,,,,,,15,483,229,,,,,,
688,22916.5,12,446,645,,,,,,,12,668,445,,,,,,,,,,,,,,,,15,462,230,,,,,,
689,22948.4,12,467,648,,,,,,,11,666,429,,,,,,,,,,,,,,,,15,440,234,,,,,,
690,22985.1,12,487,649,,,,,,,10,663,408,,,,,,,,,,,,,,,,15,419,241,,,,,,
691,23016.1,12,507,648,,,,,,,10,658,390,,,,,,,,,,,,,,,,15,397,249,,,,,,
692,23048.2,12,527,644,,,,,,,10,651,373,,,,,,,,,,,,,,,,15,377,260,,,,,,
693,23084.1,12,546,639,,,,,,,11,643,357,,,,,,,,,,,,,,,,15,358,272,,,,,,
694,23116.5,12,565,632,,,,,,,11,631,341,,,,,,,,,,,,,,,,15,339,286,,,,,,
695,23148.3,12,582,624,,,,,,,11,618,326,,,,,,,,,,,,,,,,15,322,301,,,,,,
696,23184.3,12,598,613,,,,,,,11,602,313,,,,,,,,,,,,,,,,15,307,319,,,,,,
697,23216.6,12,611,601,,,,,,,10,587,301,,,,,,,,,,,,,,,,15,293,338,,,,,,
698,23248.3,,,,,,,,,,12,570,291,,,,,,,,,,,,,,,,15,281,358,,,,,,
699,23284.2,,,,,,,,,,12,550,283,,,,,,,,,,,,,,,,15,271,379,,,,,,
700,23316.5,,,,,,,,,,12,531,277,,,,,,,,,,,,,,,,15,263,401,,,,,,
701,23348.2,,,,,,,,,,12,511,273,,,,,,,,,,,,,,,,15,257,424,,,,,,
702,23384.2,,,,,,,,,,12,494,274,,,,,,,,,,,,,,,,15,253,446,,,,,,
703,23416.2,,,,,,,,,,11,482,279,,,,,,,,,,,,,,,,15,254,467,,,,,,
704,23448.3,,,,,,,,,,11,473,286,,,,,,,,,,,,,,,,14,258,490,,,,,,
705,23484.1,,,,,,,,,,12,466,292,,,,,,,,,,,,,,,,15,266,510,,,,,,
706,23516,,,,,,,,,,11,453,295,,,,,,,,,,,,,,,,14,272,529,,,,,,
707,23548.3,,,,,,,,,,11,439,297,,,,,,,,,,,,,,,,15,278,546,,,,,,
708,23583.9,,,,,,,,,,12,425,301,,,,,,,,,,,,,,,,14,286,562,,,,,,
709,23616.1,,,,,,,,,,12,412,306,,,,,,,,,,,,,,,,14,295,578,,,,,,
710,23648.2,10,679,411,,,,,,,12,399,312,,,,,,,,,,,,,,,,14,306,593,,,,,,
711,23684.2,12,675,395,,,,,,,12,387,319,,,,,,,,,,,,,,,,15,319,607,,,,,,
712,23716.4,13,669,379,,,,,,,12,374,327,,,,,,,,,,,,,,,,15,331,620,,,,,,
713,23748.4,13,661,363,,,,,,,12,363,336,,,,,,,,,,,,,,,,15,344,633,,,,,,
714,23784.1,13,652,349,,,,,,,12,353,346,,,,,,,,,,,,,,,,15,359,644,,,,,,
715,23816.4,13,641,335,,,,,,,12,344,358,,,,,,,,,,,,,,,,15,373,653,,,,,,
716,23850.8,13,630,322,,,,,,,12,336,371,,,,,,,,,,,,,,,,15,390,663,,,,,,
717,23886.5,13,617,311,,,,,,,12,329,384,,,,,,,,,,,,,,,,15,408,670,,,,,,
718,23922.9,13,605,300,,,,,,,12,324,397,,,,,,,,,,,,,,,,15,426,677,,,,,,
719,23948.7,13,593,291,,,,,,,11,320,412,,,,,,,,,,,,,,,,15,445,683,,,,,,
720,23984.2,13,578,284,,,,,,,11,318,427,,,,,,,,,,,,,,,,15,464,687,,,,,,
721,24016.6,13,564,278,,,,,,,11,317,444,,,,,,,,,,,,,,,,15,485,689,,,,,,
722,24048.3,13,550,274,,,,,,,12,318,460,,,,,,,,,,,,,,,,15,505,690,,,,,,
723,24084.3,13,536,272,,,,,,,11,320,475,,,,,,,,,,,,,,,,15,526,690,,,,,,
724,24116.1,13,523,270,,,,,,,12,324,493,,,,,,,,,,,,,,,,15,547,688,,,,,,
725,24148.6,13,509,270,,,,,,,11,330,508,,,,,,,,,,,,,,,,15,569,685,,,,,,
726,24184.2,14,496,272,,,,,,,11,337,523,,,,,,,,,,,,,,,,15,590,681,,,,,,
727,24216.4,13,482,276,,,,,,,12,346,539,,,,,,,,,,,,,,,,15,610,674,,,,,,
728,24248.3,13,470,280,,,,,,,11,356,553,,,,,,,,,,,,,,,,15,631,667,,,,,,
729,24284.2,13,459,286,,,,,,,12,367,568,,,,,,,,,,,,,,,,15,652,658,,,,,,
730,24316.2,13,448,294,,,,,,,11,380,581,,,,,,,,,,,,,,,,14,671,648,,,,,,
731,24348.4,13,438,302,,,,,,,11,394,594,,,,,,,,,,,,,,,,15,690,637,,,,,,
732,24385.5,13,429,313,,,,,,,12,410,607,,,,,,,,,,,,,,,,15,708,625,,,,,,
733,24416.6,13,422,323,,,,,,,11,426,618,,,,,,,,,,,,,,,,15,726,611,,,,,,
734,24448.4,13,415,335,,,,,,,11,444,627,,,,,,,,,,,,,,,,15,742,597,,,,,,
735,24487.6,13,410,348,,,,,,,11,463,637,,,,,,,,,,,,,,,,15,758,581,,,,,,
736,24516.4,13,406,361,,,,,,,11,483,645,,,,,,,,,,,,,,,,15,772,565,,,,,,
737,24548.3,13,403,375,,,,,,,11,503,651,,,,,,,,,,,,,,,,15,786,547,,,,,,
738,24584.1,13,402,390,,,,,,,11,524,656,,,,,,,,,,,,,,,,15,797,530,,,,,,
739,24616.2,13,403,405,,,,,,,11,547,661,,,,,,,,,,,,,,,,15,808,511,,,,,,
740,24652.3,13,405,421,,,,,,,12,569,664,,,,,,,,,,,,,,,,15,817,492,,,,,,
741,24688.3,13,408,436,,,,,,,12,592,665,,,,,,,,,,,,,,,,15,825,473,,,,,,
742,24716.2,13,413,452,,,,,,,12,615,664,,,,,,,,,,,,,,,,15,832,454,,,,,,
743,24748.4,12,419,468,,,,,,,11,638,662,,,,,,,,,,,,,,,,15,837,435,,,,,,
744,24784,13,427,484,,,,,,,11,661,659,,,,,,,,,,,,,,,,15,841,415,,,,,,
745,24816.2,12,436,498,,,,,,,11,684,654,,,,,,,,,,,,,,,,15,844,397,,,,,,
746,24850.1,13,446,514,,,,,,,12,708,648,,,,,,,,,,,,,,,,15,844,378,,,,,,
747,24884.2,13,459,527,,,,,,,11,729,641,,,,,,,,,,,,,,,,15,844,360,,,,,,
748,24916.5,13,472,541,,,,,,,11,753,631,,,,,,,,,,,,,,,,15,842,342,,,,,,
749,24948.2,13,486,554,,,,,,,12,774,622,,,,,,,,,,,,,,,,15,840,326,,,,,,
750,24985.3,13,502,567,,,,,,,12,795,609,,,,,,,,,,,,,,,,15,835,310,,,,,,
751,25016.1,13,519,579,,,,,,,12,816,598,,,,,,,,,,,,,,,,15,830,295,,,,,,
752,25048.4,12,537,590,,,,,,,12,835,583,,,,,,,,,,,,,,,,15,825,282,,,,,,
753,25084.1,12,556,600,,,,,,,12,852,569,,,,,,,,,,,,,,,,15,818,269,,,,,,
754,25116.4,12,576,609,,,,,,,12,871,552,,,,,,,,,,,,,,,,15,810,259,,,,,,
755,25148.5,12,583,613,,,,,,,11,876,544,,,,,,,,,,,,,,,,15,801,254,,,,,,
756,25184.4,12,586,616,,,,,,,12,876,537,,,,,,,,,,,,,,,,15,790,250,,,,,,
757,25216.2,12,589,620,,,,,,,13,876,527,,,,,,,,,,,,,,,,15,779,246,,,,,,
758,25248.4,13,593,623,,,,,,,12,875,521,,,,,,,,,,,,,,,,15,767,242,,,,,,
759,25285.7,12,596,625,,,,,,,12,873,514,,,,,,,,,,,,,,,,14,756,238,,,,,,
760,25316.4,12,600,627,,,,,,,12,874,504,,,,,,,,,,,,,,,,15,744,235,,,,,,
761,25348.4,12,604,629,,,,,,,12,873,495,,,,,,,,,,,,,,,,14,733,232,,,,,,
762,25384.5,12,608,632,,,,,,,12,872,488,,,,,,,,,,,,,,,,14,722,229,,,,,,
763,25416.3,12,612,633,,,,,,,11,870,479,,,,,,,,,,,,,,,,15,710,227,,,,,,
764,25448.3,12,616,634,,,,,,,12,868,472,,,,,,,,,,,,,,,,15,699,224,,,,,,
765,25484.4,12,621,635,,,,,,,11,866,461,,,,,,,,,,,,,,,,14,688,222,,,,,,
766,25516.3,12,626,635,,,,,,,11,865,453,,,,,,,,,,,,,,,,14,677,221,,,,,,
